"","citycode","countrycode","cityname","countryname","nrecord","pm10","pm25","o3","no2","so2","co","startyear","endyear","nopollutiondata","o38h","co8h"
"264","orln.fra0017","fra0017","Orleans","France",6575,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2000,2017,FALSE,FALSE,FALSE
"265","pars.fra0017","fra0017","Paris","France",6575,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2000,2017,FALSE,FALSE,FALSE
"266","rnns.fra0017","fra0017","Rennes","France",6575,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2000,2017,FALSE,FALSE,FALSE
"267","roun.fra0017","fra0017","Rouen","France",6575,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2000,2017,FALSE,FALSE,FALSE
"268","strs.fra0017","fra0017","Strasbourg","France",6575,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2000,2017,FALSE,FALSE,FALSE
"269","tols.fra0017","fra0017","Toulouse","France",6575,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,2000,2017,FALSE,FALSE,FALSE
"270","tors.fra0017","fra0017","Tours","France",6575,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,2000,2017,FALSE,FALSE,FALSE
"272","brln.ger9315","ger9315","Berlin","Germany",8400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1993,2015,FALSE,TRUE,TRUE
"273","brmn.ger9315","ger9315","Bremen","Germany",8400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1993,2015,FALSE,TRUE,TRUE
"274","drsd.ger9315","ger9315","Dresden","Germany",8400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1993,2015,FALSE,TRUE,TRUE
"275","drtm.ger9315","ger9315","Dortmund","Germany",8400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1993,2015,FALSE,TRUE,TRUE
"276","dssl.ger9315","ger9315","Dusseldorf","Germany",8400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1993,2015,FALSE,TRUE,TRUE
"277","frnk.ger9315","ger9315","Frankfurt","Germany",8400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1993,2015,FALSE,TRUE,TRUE
"278","hmbr.ger9315","ger9315","Hamburg","Germany",8400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1993,2015,FALSE,TRUE,TRUE
"279","hnnv.ger9315","ger9315","Hannover","Germany",8400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1993,2015,FALSE,TRUE,TRUE
"280","koln.ger9315","ger9315","Koeln","Germany",8400,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1993,2015,FALSE,TRUE,TRUE
"281","lpzg.ger9315","ger9315","Leipzig","Germany",8400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1993,2015,FALSE,TRUE,TRUE
"282","mnch.ger9315","ger9315","Muenchen","Germany",8400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1993,2015,FALSE,TRUE,TRUE
"283","sttt.ger9315","ger9315","Stuttgart","Germany",8400,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1993,2015,FALSE,TRUE,TRUE
"284","athn.grc0110","grc0110","Athens","Greece",3652,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,2001,2010,FALSE,TRUE,TRUE
"286","rykj.ice0018","ice0018","Reykjavik","Iceland",6940,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2000,2018,FALSE,FALSE,FALSE
"293","mshh.irn0215","irn0215","Mashhad","Iran",3653,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2004,2013,FALSE,FALSE,FALSE
"294","thrn.irn0215","irn0215","Tehran","Iran",5113,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2002,2015,FALSE,FALSE,FALSE
"296","brsh.isr8520","isr8520","Beer Sheva","Israel",13149,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1985,2020,FALSE,FALSE,FALSE
"297","haif.isr8520","isr8520","Haifa","Israel",8036,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1999,2020,FALSE,FALSE,FALSE
"298","jrsl.isr8520","isr8520","Jerusalem","Israel",13149,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1985,2020,FALSE,FALSE,FALSE
"299","tlav.isr8520","isr8520","Tel Aviv","Israel",13149,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1985,2020,FALSE,FALSE,FALSE
"316","ancn.ita0615","ita0615","Ancona","Italy",3287,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2006,2014,FALSE,TRUE,FALSE
"317","bari.ita0615","ita0615","Bari","Italy",3652,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2006,2015,FALSE,TRUE,TRUE
"318","blgn.ita0615","ita0615","Bologna","Italy",3652,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2006,2015,FALSE,TRUE,FALSE
"319","catn.ita0615","ita0615","Catania","Italy",2922,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2008,2015,FALSE,FALSE,FALSE
"320","cglr.ita0615","ita0615","Cagliari","Italy",3652,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2006,2015,FALSE,TRUE,FALSE
"321","cvtv.ita0615","ita0615","Civitavecchia","Italy",2922,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2008,2015,FALSE,FALSE,TRUE
"322","flrn.ita0615","ita0615","Florence","Italy",3652,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2006,2015,FALSE,TRUE,TRUE
"323","frsn.ita0615","ita0615","Frosinone","Italy",3652,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2006,2015,FALSE,TRUE,TRUE
"324","geno.ita0615","ita0615","Genoa","Italy",3652,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2006,2015,FALSE,TRUE,TRUE
"325","latn.ita0615","ita0615","Latina","Italy",3652,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2006,2015,FALSE,TRUE,TRUE
"326","miln.ita0615","ita0615","Milan","Italy",3652,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2006,2015,FALSE,TRUE,TRUE
"327","npls.ita0615","ita0615","Naples","Italy",2556,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2009,2015,FALSE,FALSE,TRUE
"328","plrm.ita0615","ita0615","Palermo","Italy",2922,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2008,2015,FALSE,FALSE,FALSE
"329","riet.ita0615","ita0615","Rieti","Italy",2922,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2008,2015,FALSE,TRUE,TRUE
"330","rome.ita0615","ita0615","Rome","Italy",3652,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2006,2015,FALSE,TRUE,TRUE
"331","trst.ita0615","ita0615","Trieste","Italy",3652,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2006,2015,FALSE,TRUE,TRUE
"332","turn.ita0615","ita0615","Turin","Italy",3652,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,2006,2015,FALSE,TRUE,TRUE
"333","vtrb.ita0615","ita0615","Viterbo","Italy",3652,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,2006,2015,FALSE,TRUE,FALSE
"393","akit.jap1219","jap1219","Akita","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"394","aomr.jap1219","jap1219","Aomori","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"395","chib.jap1219","jap1219","Chiba","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"396","fksh.jap1219","jap1219","Fukushima","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"397","fukk.jap1219","jap1219","Fukuoka","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"398","fuku.jap1219","jap1219","Fukui","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"399","gifu.jap1219","jap1219","Gifu","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"400","hrsh.jap1219","jap1219","Hiroshima","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"401","kgsh.jap1219","jap1219","Kagoshima","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"402","kmmt.jap1219","jap1219","Kumamoto","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"403","knzw.jap1219","jap1219","Kanazawa","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"404","kobe.jap1219","jap1219","Kobe","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"405","koch.jap1219","jap1219","Kochi","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"406","kofu.jap1219","jap1219","Kofu","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"407","kyot.jap1219","jap1219","Kyoto","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"408","mats.jap1219","jap1219","Matsue","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"409","mbsh.jap1219","jap1219","Maebashi","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"410","mito.jap1219","jap1219","Mito","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"411","mork.jap1219","jap1219","Morioka","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"412","mtsy.jap1219","jap1219","Matsuyama","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"413","myzk.jap1219","jap1219","Miyazaki","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"414","nagn.jap1219","jap1219","Nagano","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"415","nagy.jap1219","jap1219","Nagoya","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"416","naha.jap1219","jap1219","Naha","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"417","nara.jap1219","jap1219","Nara","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"418","ngsk.jap1219","jap1219","Nagasaki","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"419","nigt.jap1219","jap1219","Niigata","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"420","oita.jap1219","jap1219","Oita","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"421","okym.jap1219","jap1219","Okayama","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"422","osak.jap1219","jap1219","Osaka","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"423","otsu.jap1219","jap1219","Otsu","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"424","saga.jap1219","jap1219","Saga","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"425","satm.jap1219","jap1219","Saitama","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"426","send.jap1219","jap1219","Sendai","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"427","shmn.jap1219","jap1219","Shimonoseki","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"428","shzk.jap1219","jap1219","Shizuoka","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"429","sppr.jap1219","jap1219","Sapporo","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"430","tkmt.jap1219","jap1219","Takamatsu","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"431","tksh.jap1219","jap1219","Tokushima","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"432","toky.jap1219","jap1219","Tokyo","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"433","toym.jap1219","jap1219","Toyama","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"434","tsu.jap1219","jap1219","Tsu","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"435","tttr.jap1219","jap1219","Tottori","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"436","utsn.jap1219","jap1219","Utsunomiya","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"437","wkym.jap1219","jap1219","Wakayama","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"438","ykhm.jap1219","jap1219","Yokohama","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"439","ymgt.jap1219","jap1219","Yamagata","Japan",2922,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,2012,2019,FALSE,TRUE,FALSE
"595","busn.kor9215","kor9215","Busan","South Korea",8766,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1992,2015,FALSE,TRUE,FALSE
"596","daeg.kor9215","kor9215","Daegu","South Korea",8766,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1992,2015,FALSE,TRUE,FALSE
"597","dajn.kor9215","kor9215","Daejeon","South Korea",8766,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1992,2015,FALSE,TRUE,FALSE
"598","gwng.kor9215","kor9215","Gwangju","South Korea",8766,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1992,2015,FALSE,TRUE,FALSE
"599","inch.kor9215","kor9215","Incheon","South Korea",8766,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1992,2015,FALSE,TRUE,FALSE
"600","seol.kor9215","kor9215","Seoul","South Korea",8766,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1992,2015,FALSE,TRUE,FALSE
"601","ulsn.kor9215","kor9215","Ulsan","South Korea",8766,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1992,2015,FALSE,TRUE,FALSE
"638","kuwt.kuw0016","kuw0016","Kuwait","Kuwait",6210,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,2000,2016,FALSE,FALSE,FALSE
"640","cddj.mex9814","mex9814","Ciudad Juarez","Mexico",6209,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1998,2014,FALSE,TRUE,FALSE
"642","gdlj.mex9814","mex9814","Guadalajara","Mexico",6209,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1998,2014,FALSE,TRUE,FALSE
"643","leon.mex9814","mex9814","Leon","Mexico",6209,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1998,2014,FALSE,TRUE,FALSE
"644","mntr.mex9814","mex9814","Monterrey","Mexico",6209,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1998,2014,FALSE,TRUE,FALSE
"645","pbtx.mex9814","mex9814","Puebla-Tlaxcala","Mexico",6209,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1998,2014,FALSE,TRUE,FALSE
"646","snlp.mex9814","mex9814","San Luis Potosi","Mexico",6209,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1998,2014,TRUE,TRUE,FALSE
"647","tijn.mex9814","mex9814","Tijuana","Mexico",6209,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1998,2014,FALSE,TRUE,FALSE
"648","tldl.mex9814","mex9814","Toluca de Lerdo","Mexico",6209,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1998,2014,FALSE,TRUE,FALSE
"649","vlom.mex9814","mex9814","Valley of Mexico","Mexico",6209,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1998,2014,FALSE,TRUE,FALSE
"654","malt.mlt9519","mlt9519","Malta","Malta",9131,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1995,2019,FALSE,FALSE,FALSE
"665","oslo.nor6918","nor6918","Oslo","Norway",18262,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1969,2018,FALSE,FALSE,FALSE
"678","lima.per0814","per0814","lima","Peru",2557,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,2008,2014,FALSE,FALSE,FALSE
"706","beja.por8018","por8018","Beja","Portugal",14245,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1980,2018,FALSE,TRUE,FALSE
"707","cmbr.por8018","por8018","Coimbra","Portugal",14245,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1980,2018,FALSE,TRUE,FALSE
"708","cstl.por8018","por8018","Castelobranco","Portugal",14245,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1980,2018,FALSE,TRUE,FALSE
"709","faro.por8018","por8018","Faro","Portugal",14245,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,1980,2018,FALSE,TRUE,FALSE
"710","lisb.por8018","por8018","Lisboa","Portugal",14245,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1980,2018,FALSE,TRUE,FALSE
"711","port.por8018","por8018","Porto","Portugal",14245,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1980,2018,FALSE,TRUE,FALSE
"712","snjn.pue0916","pue0916","San Juan","Puertorico",2922,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,2009,2016,FALSE,FALSE,FALSE
"714","bchr.rom9416","rom9416","Bucharest","Romania",8401,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1994,2016,FALSE,FALSE,FALSE
"715","brsv.rom9416","rom9416","Brasov","Romania",8401,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1994,2016,FALSE,FALSE,FALSE
"716","clnp.rom9416","rom9416","Cluj-Napoca","Romania",8401,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,1994,2016,FALSE,FALSE,FALSE
"717","cnst.rom9416","rom9416","Constanta","Romania",8401,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1994,2016,FALSE,FALSE,FALSE
"718","crav.rom9416","rom9416","Craiova","Romania",8401,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1994,2016,FALSE,FALSE,FALSE
"719","galt.rom9416","rom9416","Galati","Romania",8401,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,1994,2016,FALSE,FALSE,FALSE
"720","iasi.rom9416","rom9416","Iasi","Romania",8401,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,1994,2016,FALSE,FALSE,FALSE
"721","tmsr.rom9416","rom9416","Timisoara","Romania",8401,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1994,2016,FALSE,FALSE,FALSE
"733","ctoj.sa9713","sa9713","City of Johannesburg","South Africa",6209,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1997,2013,FALSE,TRUE,FALSE
"734","ctot.sa9713","sa9713","City of Tshwane","South Africa",6209,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1997,2013,FALSE,TRUE,FALSE
"740","ethk.sa9713","sa9713","eThekwini","South Africa",6209,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1997,2013,TRUE,TRUE,FALSE
"742","fzld.sa9713","sa9713","Fezile Dabi","South Africa",6209,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1997,2013,FALSE,FALSE,FALSE
"743","grtb.sa9713","sa9713","Gert Sibande","South Africa",6209,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1997,2013,FALSE,TRUE,FALSE
"752","nkng.sa9713","sa9713","Nkangala","South Africa",6209,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1997,2013,FALSE,TRUE,FALSE
"758","sdbn.sa9713","sa9713","Sedibeng","South Africa",6209,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,1997,2013,FALSE,TRUE,FALSE
"825","acrn.spa9014","spa9014","A Coruna","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"826","albc.spa9014","spa9014","Albacete","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"827","alcn.spa9014","spa9014","Alicante","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"828","almr.spa9014","spa9014","Almeria","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"829","avil.spa9014","spa9014","Avila","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"830","bdjz.spa9014","spa9014","Badajoz","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"831","bilb.spa9014","spa9014","Bilbao","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"832","brcl.spa9014","spa9014","Barcelona","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"833","brgs.spa9014","spa9014","Burgos","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"834","cadz.spa9014","spa9014","Cadiz","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"835","ccrs.spa9014","spa9014","Caceres","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"836","cddr.spa9014","spa9014","Ciudad Real","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1990,2014,FALSE,TRUE,FALSE
"837","ceut.spa9014","spa9014","Ceuta","Spain",9131,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1990,2014,TRUE,TRUE,FALSE
"838","crdb.spa9014","spa9014","Cordoba","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"839","cstl.spa9014","spa9014","Castellon","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"840","cunc.spa9014","spa9014","Cuenca","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,1990,2014,FALSE,TRUE,FALSE
"841","gdlj.spa9014","spa9014","Guadalajara","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"842","girn.spa9014","spa9014","Girona","Spain",9131,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,1990,2014,FALSE,FALSE,FALSE
"843","grnd.spa9014","spa9014","Granada","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"845","husc.spa9014","spa9014","Huesca","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"846","jaen.spa9014","spa9014","Jaen","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"847","leon.spa9014","spa9014","Leon","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"848","lgrn.spa9014","spa9014","Logrono","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,FALSE,FALSE
"849","lled.spa9014","spa9014","Lleida","Spain",9131,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"850","lugo.spa9014","spa9014","Lugo","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"851","malg.spa9014","spa9014","Malaga","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"852","mdrd.spa9014","spa9014","Madrid","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"853","mlll.spa9014","spa9014","Melilla","Spain",9131,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1990,2014,TRUE,TRUE,FALSE
"854","murc.spa9014","spa9014","Murcia","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"855","orns.spa9014","spa9014","Ourense","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"856","ovid.spa9014","spa9014","Oviedo","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"857","pgcn.spa9014","spa9014","Palmas G. Canaria","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"858","plmm.spa9014","spa9014","Palma Mallorca","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"859","plnc.spa9014","spa9014","Palencia","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"860","pmpl.spa9014","spa9014","Pamplona","Spain",9131,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,1990,2014,TRUE,TRUE,FALSE
"861","pntv.spa9014","spa9014","Pontevedra","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,FALSE,FALSE
"862","segv.spa9014","spa9014","Segovia","Spain",9131,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
"863","slmn.spa9014","spa9014","Salamanca","Spain",9131,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1990,2014,FALSE,TRUE,FALSE
