"","citycode","countrycode","cityname","countryname","nrecord","pm10","pm25","o3","no2","so2","co","startyear","endyear","nopollutiondata","o38h","co8h"
"1109","cvnt.uk9020","uk9020","Coventry","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1110","ddly.uk9020","uk9020","Dudley","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1111","dncs.uk9020","uk9020","Doncaster","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1112","drby.uk9020","uk9020","Derby","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1113","drln.uk9020","uk9020","Darlington","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1114","estb.uk9020","uk9020","Eastbourne","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1115","extr.uk9020","uk9020","Exeter","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1116","glcs.uk9020","uk9020","Gloucester","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1117","gldf.uk9020","uk9020","Guildford","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1118","glln.uk9020","uk9020","Gillingham","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1119","grms.uk9020","uk9020","Grimsby","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1120","gtsh.uk9020","uk9020","Gateshead","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1121","hddr.uk9020","uk9020","Huddersfield","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1122","hghw.uk9020","uk9020","High Wycombe","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1123","hlfx.uk9020","uk9020","Halifax","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1124","hmlh.uk9020","uk9020","Hemel Hempstead","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1125","hrlw.uk9020","uk9020","Harlow","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1126","hrrg.uk9020","uk9020","Harrogate","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1127","hrtl.uk9020","uk9020","Hartlepool","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1128","hstn.uk9020","uk9020","Hastings","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1129","ipsw.uk9020","uk9020","Ipswich","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1130","knuh.uk9020","uk9020","Kingston upon Hull","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1131","lcst.uk9020","uk9020","Leicester","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1132","leds.uk9020","uk9020","Leeds","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1133","lncl.uk9020","uk9020","Lincoln","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1134","lndn.uk9020","uk9020","London","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1135","lutn.uk9020","uk9020","Luton","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1136","lvrp.uk9020","uk9020","Liverpool","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1137","mddl.uk9020","uk9020","Middlesbrough","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1138","mdst.uk9020","uk9020","Maidstone","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1139","mltk.uk9020","uk9020","Milton Keynes","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1140","mnch.uk9020","uk9020","Manchester","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1141","mnsf.uk9020","uk9020","Mansfield","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1142","nntn.uk9020","uk9020","Nuneaton","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1143","nrth.uk9020","uk9020","Northampton","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1144","nrwc.uk9020","uk9020","Norwich","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1145","nttn.uk9020","uk9020","Nottingham","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1146","nwpr.uk9020","uk9020","Newport","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1147","nwul.uk9020","uk9020","Newcastle-under-Lyme","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1148","nwut.uk9020","uk9020","Newcastle upon Tyne","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1149","oldh.uk9020","uk9020","Oldham","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1150","oxfr.uk9020","uk9020","Oxford","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1151","plym.uk9020","uk9020","Plymouth","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1152","pool.uk9020","uk9020","Poole","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1153","prst.uk9020","uk9020","Preston","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1154","prts.uk9020","uk9020","Portsmouth","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1155","ptrb.uk9020","uk9020","Peterborough","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1156","rchd.uk9020","uk9020","Rochdale","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1157","rddt.uk9020","uk9020","Redditch","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1158","rdng.uk9020","uk9020","Reading","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1159","rthr.uk9020","uk9020","Rotherham","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1160","scnt.uk9020","uk9020","Scunthorpe","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1161","shff.uk9020","uk9020","Sheffield","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1162","shrw.uk9020","uk9020","Shrewsbury","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1163","slfr.uk9020","uk9020","Salford","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1164","slgh.uk9020","uk9020","Slough","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1165","slhl.uk9020","uk9020","Solihull","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1166","sndr.uk9020","uk9020","Sunderland","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1167","stal.uk9020","uk9020","St Albans","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1168","stck.uk9020","uk9020","Stockport","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1169","stcot.uk9020","uk9020","Stockton-on-Tees","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1170","sthl.uk9020","uk9020","St Helens","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1171","sthm.uk9020","uk9020","Southampton","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1172","sthp.uk9020","uk9020","Southport","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1173","sths.uk9020","uk9020","South Shields","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1174","stkot.uk9020","uk9020","Stoke-on-Trent","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1175","stos.uk9020","uk9020","Southend-on-Sea","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1176","sttc.uk9020","uk9020","Sutton Coldfield","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1177","stvn.uk9020","uk9020","Stevenage","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1178","swnd.uk9020","uk9020","Swindon","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1179","swns.uk9020","uk9020","Swansea","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1180","tlfr.uk9020","uk9020","Telford","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1181","wign.uk9020","uk9020","Wigan","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1182","wkfl.uk9020","uk9020","Wakefield","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1183","wkng.uk9020","uk9020","Woking","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1184","wlsl.uk9020","uk9020","Walsall","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1185","wlvr.uk9020","uk9020","Wolverhampton","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1186","wrcs.uk9020","uk9020","Worcester","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1187","wrrn.uk9020","uk9020","Warrington","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1188","wrth.uk9020","uk9020","Worthing","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1189","wssm.uk9020","uk9020","Weston-Super-Mare","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1190","wstb.uk9020","uk9020","West Bromwich","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1191","wtfr.uk9020","uk9020","Watford","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1192","york.uk9020","uk9020","York","UK",11323,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1990,2020,FALSE,FALSE,FALSE
"1203","brst.uk9306Con","uk9306Con","Bristol","UK",5113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1993,2006,FALSE,TRUE,FALSE
"1204","crdf.uk9306Con","uk9306Con","Cardiff","UK",5113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1993,2006,FALSE,TRUE,FALSE
"1205","grtl.uk9306Con","uk9306Con","Greater London","UK",5113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1993,2006,FALSE,TRUE,FALSE
"1206","grtm.uk9306Con","uk9306Con","Greater Manchester","UK",5113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1993,2006,FALSE,TRUE,FALSE
"1207","knuh.uk9306Con","uk9306Con","Kingston upon Hull","UK",5113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1993,2006,FALSE,TRUE,FALSE
"1208","lcst.uk9306Con","uk9306Con","Leicester","UK",5113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1993,2006,FALSE,TRUE,FALSE
"1209","lvrp.uk9306Con","uk9306Con","Liverpool","UK",5113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1993,2006,FALSE,TRUE,FALSE
"1210","nrwc.uk9306Con","uk9306Con","Norwich","UK",5113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1993,2006,FALSE,TRUE,FALSE
"1211","nttn.uk9306Con","uk9306Con","Nottingham","UK",5113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1993,2006,FALSE,TRUE,FALSE
"1212","shff.uk9306Con","uk9306Con","Sheffield","UK",5113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1993,2006,FALSE,TRUE,FALSE
"1213","sthm.uk9306Con","uk9306Con","Southampton","UK",5113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1993,2006,FALSE,TRUE,FALSE
"1214","thpt.uk9306Con","uk9306Con","The Potteries","UK",5113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1993,2006,FALSE,TRUE,FALSE
"1215","tyns.uk9306Con","uk9306Con","Tyneside","UK",5113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1993,2006,FALSE,TRUE,FALSE
"1216","wstm.uk9306Con","uk9306Con","West Midlands","UK",5113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1993,2006,FALSE,TRUE,FALSE
"1217","wsty.uk9306Con","uk9306Con","West Yorkshire","UK",5113,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,1993,2006,FALSE,TRUE,FALSE
"1219","agst.usa7306","usa7306","augusta (GA)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1220","akrn.usa7306","usa7306","akron (OH)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1221","albn.usa7306","usa7306","albany (NY)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1222","albq.usa7306","usa7306","albuquerque (NM)","USA",12418,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1223","alln.usa7306","usa7306","allentown (PA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1224","anch.usa7306","usa7306","anchorage (AK)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1225","anhm.usa7306","usa7306","anaheim (CA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1226","anna.usa7306","usa7306","ann arbor (MI)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1227","annn.usa7306","usa7306","annandale (VA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1228","astn.usa7306","usa7306","austin (TX)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1229","atlc.usa7306","usa7306","atlantic city (NJ)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1230","atln.usa7306","usa7306","atlanta (GA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1231","atzc.usa7306","usa7306","aztec (NM)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1232","bath.usa7306","usa7306","bath (NY)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1233","bffl.usa7306","usa7306","buffalo (NY)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1234","bkrs.usa7306","usa7306","bakersfield (CA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1235","bldr.usa7306","usa7306","boulder (CO)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1236","bltm.usa7306","usa7306","baltimore (MD)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1237","bngr.usa7306","usa7306","bangor (ME)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1238","bois.usa7306","usa7306","boise city (ID)","USA",12418,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1239","brgn.usa7306","usa7306","paterson (NJ)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1240","brln.usa7306","usa7306","burlington (VT)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1241","brmn.usa7306","usa7306","birmingham (AL)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1242","brns.usa7306","usa7306","barnstable (MA)","USA",12418,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1243","brwn.usa7306","usa7306","brownsville (TX)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1244","bstn.usa7306","usa7306","boston (MA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1245","btnr.usa7306","usa7306","baton rouge (LA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1246","cdrr.usa7306","usa7306","cedar rapids (IA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1247","chcg.usa7306","usa7306","chicago (IL)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1248","chrl.usa7306","usa7306","charlotte (NC)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1249","chsc.usa7306","usa7306","charleston (SC)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1250","chtt.usa7306","usa7306","chattanooga (TN)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1251","chwv.usa7306","usa7306","charleston (WV)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1252","clmb.usa7306","usa7306","columbus (OH)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1253","clrs.usa7306","usa7306","colorado springs (CO)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1254","clvl.usa7306","usa7306","cleveland (OH)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1255","cncn.usa7306","usa7306","cincinnati (OH)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1256","cntn.usa7306","usa7306","canton (OH)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1257","colm.usa7306","usa7306","columbia (SC)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1258","crls.usa7306","usa7306","carlisle (PA)","USA",12418,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1973,2006,FALSE,FALSE,FALSE
"1259","crpc.usa7306","usa7306","corpus christi (TX)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1260","davs.usa7306","usa7306","layton (UT)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1261","dlls.usa7306","usa7306","dallas (TX)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1262","dnvr.usa7306","usa7306","denver (CO)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1263","dodg.usa7306","usa7306","beaver dam (WI)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1264","dovr.usa7306","usa7306","dover (DE)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1265","drhm.usa7306","usa7306","durham (NC)","USA",12418,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1266","dsmn.usa7306","usa7306","des moines (IA)","USA",12418,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1267","dtrt.usa7306","usa7306","detroit (MI)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1268","dvnp.usa7306","usa7306","davenport (IA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1269","dytb.usa7306","usa7306","daytona beach (FL)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1270","dytn.usa7306","usa7306","dayton (OH)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1271","elcn.usa7306","usa7306","el centro (CA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1272","elkh.usa7306","usa7306","elkhart (IN)","USA",12418,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1273","elps.usa7306","usa7306","el paso (TX)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1274","elzb.usa7306","usa7306","elizabeth (NJ)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1275","erie.usa7306","usa7306","erie (PA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1276","essx.usa7306","usa7306","essex (MA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1277","eugn.usa7306","usa7306","eugene (OR)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1278","evns.usa7306","usa7306","evansville (IN)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1279","evrt.usa7306","usa7306","everett (WA)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1280","farg.usa7306","usa7306","fargo (ND)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1281","flnt.usa7306","usa7306","flint (MI)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1282","frsn.usa7306","usa7306","fresno (CA)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1283","ftld.usa7306","usa7306","fort lauderdale (FL)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1284","ftmy.usa7306","usa7306","fort myers (FL)","USA",12418,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1285","ftpr.usa7306","usa7306","fort pierce (FL)","USA",12418,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,1973,2006,FALSE,TRUE,FALSE
"1286","ftwr.usa7306","usa7306","fort worth (TX)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1287","ftwy.usa7306","usa7306","fort wayne (IN)","USA",12418,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
"1288","fytv.usa7306","usa7306","fayetteville (NC)","USA",12418,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,1973,2006,FALSE,TRUE,FALSE
